id,name,full name,country,birth,height,weight,foot,team,jersey,league,formation,value,wage,position,continent,age
222492,L. Sané,Leroy Sané,Germany,1996-01-11,182,74,Left,Manchester City,19,EPL,LW,58000000.0,195000.0,Attacker,Europe,24
212198,Bruno Fernandes,Bruno Miguel Borges Fernandes,Portugal,1994-09-08,177,68,Right,Manchester United,18,EPL,CAM CM,56500000.0,165000.0,Midfielder,Europe,26
184087,T. Alderweireld,Toby Alderweireld,Belgium,1989-03-02,185,81,Right,Tottenham Hotspur,4,EPL,CB,36000000.0,140000.0,Defender,Europe,31
208830,J. Vardy,Jamie Vardy,England,1987-01-11,177,73,Right,Leicester City,9,EPL,ST,35500000.0,160000.0,Attacker,Europe,33
192563,B. Leno,Bernd Leno,Germany,1992-03-04,190,82,Right,Arsenal,1,EPL,GK,32500000.0,99000.0,Goalkepper,Europe,28
231281,T. Alexander-Arnold,Trent Alexander-Arnold,England,1998-10-07,180,68,Right,Liverpool,66,EPL,RB,46000000.0,93000.0,Defender,Europe,21
183711,J. Henderson,Jordan Brian Henderson,England,1990-06-17,182,79,Right,Liverpool,14,EPL,CM CDM,37000000.0,150000.0,Midfielder,Europe,30
181291,G. Wijnaldum,Georginio Wijnaldum,Netherlands,1990-11-11,175,68,Right,Liverpool,5,EPL,CM CDM,38000000.0,150000.0,Midfielder,Europe,29
135507,Fernandinho,Fernando Luiz Rosa,Brazil,1985-05-04,177,67,Right,Manchester City,25,EPL,CB CDM,14500000.0,170000.0,Defender,South America,35
231866,Rodri,Rodrigo Hernández Cascante,Spain,1996-06-22,190,82,Right,Manchester City,16,EPL,CDM CM,45500000.0,145000.0,Midfielder,Europe,24
172871,J. Vertonghen,Jan Vertonghen,Belgium,1987-04-24,187,86,Left,Tottenham Hotspur,5,EPL,CB LB,24500000.0,130000.0,Defender,Europe,33
193301,A. Lacazette,Alexandre Lacazette,France,1991-05-28,175,77,Right,Arsenal,9,EPL,ST,32000000.0,140000.0,Attacker,Europe,29
184432,Azpilicueta,César Azpilicueta Tanco,Spain,1989-08-28,177,77,Right,Chelsea,28,EPL,RB LB CB,25500000.0,145000.0,Defender,Europe,31
205498,Jorginho,Luiz Frello Filho Jorge,Italy,1991-12-20,180,68,Right,Chelsea,5,EPL,CM CDM,32000000.0,150000.0,Midfielder,Europe,28
207410,M. Kovačić,Mateo Kovačić,Croatia,1994-05-06,175,79,Right,Chelsea,17,EPL,CM,38500000.0,145000.0,Midfielder,Europe,26
186942,I. Gündoğan,İlkay Gündoğan,Germany,1990-10-24,180,79,Right,Manchester City,8,EPL,CM CDM,31000000.0,180000.0,Midfielder,Europe,29
231677,M. Rashford,Marcus Rashford,England,1997-10-31,185,69,Right,Manchester United,10,EPL,LM ST,42000000.0,120000.0,Midfielder,Europe,22
210243,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,Portugal,1993-10-06,175,69,Right,Leicester City,21,EPL,RB,33000000.0,105000.0,Defender,Europe,26
226790,W. Ndidi,Onyinye Wilfred Ndidi,Nigeria,1996-12-16,182,73,Right,Leicester City,25,EPL,CDM CM,36500000.0,96000.0,Midfielder,Africa,23
162347,João Moutinho,João Filipe Iria Santos Moutinho,Portugal,1986-09-08,170,60,Right,Wolverhampton Wanderers,28,EPL,CM,23500000.0,120000.0,Midfielder,Europe,34
176635,M. Özil,Mesut Özil,Germany,1988-10-15,180,71,Left,Arsenal,10,EPL,CAM RW,24500000.0,110000.0,Midfielder,Europe,31
206585,Kepa,Kepa Arrizabalaga Revuelta,Spain,1994-10-03,185,87,Right,Chelsea,1,EPL,GK,25000000.0,83000.0,Goalkepper,Europe,25
200458,L. Digne,Lucas Digne,France,1993-07-20,177,73,Left,Everton,12,EPL,LB,28500000.0,97000.0,Defender,Europe,27
197061,J. Matip,Joël Andre Job Matip,Cameroon,1991-08-08,193,89,Right,Liverpool,32,EPL,CB,26000000.0,110000.0,Defender,Africa,29
188377,K. Walker,Kyle Walker,England,1990-05-28,182,69,Right,Manchester City,2,EPL,RB,21500000.0,150000.0,Defender,Europe,30
203263,H. Maguire,Harry Maguire,England,1993-03-05,193,99,Right,Manchester United,5,EPL,CB,28500000.0,135000.0,Defender,Europe,27
211300,A. Martial,Anthony Martial,France,1995-12-05,182,76,Right,Manchester United,9,EPL,ST,34500000.0,140000.0,Attacker,Europe,24
211117,D. Alli,Bamidele Alli,England,1996-04-11,187,79,Right,Tottenham Hotspur,20,EPL,CAM CM,34500000.0,105000.0,Midfielder,Europe,24
163587,K. Schmeichel,Kasper Schmeichel,Denmark,1986-11-05,187,88,Right,Leicester City,1,EPL,GK,15500000.0,82000.0,Goalkepper,Europe,33
178005,Rui Patrício,Rui Pedro dos Santos Patrício,Portugal,1988-02-15,190,83,Left,Wolverhampton Wanderers,11,EPL,GK,16500000.0,82000.0,Goalkepper,Europe,32
204838,R. Jiménez,Raúl Alonso Jiménez Rodríguez,Mexico,1991-05-05,190,81,Right,Wolverhampton Wanderers,9,EPL,ST,27000000.0,125000.0,Attacker,North America,29
198717,W. Zaha,Wilfried Zaha,Côte d'Ivoire,1992-11-10,180,66,Right,Crystal Palace,11,EPL,LM CF,28000000.0,82000.0,Midfielder,Africa,27
226110,N. Pépé,Nicolas Pépé,Côte d'Ivoire,1995-05-29,182,73,Left,Arsenal,19,EPL,RM RW,29500000.0,89000.0,Midfielder,Africa,25
205452,A. Rüdiger,Antonio Rüdiger,Germany,1993-03-03,190,84,Right,Chelsea,2,EPL,CB,24000000.0,115000.0,Defender,Europe,27
180403,Willian,Willian Borges da Silva,Brazil,1988-08-09,175,77,Right,Chelsea,10,EPL,RW LW RM,21000000.0,135000.0,Attacker,South America,32
225100,J. Gomez,Joe Gomez,England,1997-05-23,187,77,Right,Liverpool,12,EPL,CB RB,28000000.0,85000.0,Defender,Europe,23
220971,N. Keïta,Naby Deco Keïta,Guinea,1995-02-10,172,63,Right,Liverpool,8,EPL,CM CDM,28500000.0,95000.0,Midfielder,Africa,25
210514,João Cancelo,João Pedro Cavaco Cancelo,Portugal,1994-05-27,182,73,Right,Manchester City,27,EPL,RB,25000000.0,125000.0,Defender,Europe,26
230666,Gabriel Jesus,Gabriel Fernando de Jesus,Brazil,1997-04-03,175,73,Right,Manchester City,9,EPL,ST,31000000.0,135000.0,Attacker,South America,23
229880,A. Wan-Bissaka,Aaron Wan-Bissaka,England,1997-11-26,182,72,Right,Manchester United,29,EPL,RB RWB,28000000.0,87000.0,Defender,Europe,22
220407,M. Dúbravka,Martin Dúbravka,Slovakia,1989-01-15,190,79,Right,Newcastle United,1,EPL,GK,15000000.0,43000.0,Goalkepper,Europe,31
220793,D. Sánchez,Davinson Sánchez Mina,Colombia,1996-06-12,187,78,Right,Tottenham Hotspur,6,EPL,CB,25000000.0,85000.0,Defender,South America,24
226226,G. Lo Celso,Giovani Lo Celso,Argentina,1996-04-09,177,68,Left,Tottenham Hotspur,18,EPL,CM CAM,29000000.0,95000.0,Midfielder,South America,24
225953,S. Bergwijn,Steven Bergwijn,Netherlands,1997-10-08,177,78,Right,Tottenham Hotspur,23,EPL,RW CAM LW,30000000.0,90000.0,Attacker,Europe,22
200949,Lucas Moura,Lucas Rodrigues Moura da Silva,Brazil,1992-08-13,175,69,Right,Tottenham Hotspur,27,EPL,RM CF,24000000.0,110000.0,Midfielder,South America,28
205693,S. Haller,Sébastien Haller,France,1994-06-22,190,82,Right,West Ham United,22,EPL,ST,27500000.0,105000.0,Attacker,Europe,26
201995,Felipe Anderson,Felipe Anderson Pereira Gomes,Brazil,1993-04-15,175,69,Right,West Ham United,8,EPL,LM CAM,24000000.0,100000.0,Midfielder,South America,27
220697,J. Maddison,James Maddison,England,1996-11-23,175,73,Right,Leicester City,10,EPL,CAM CM LW,29500000.0,89000.0,Midfielder,Europe,23
224293,Rúben Neves,Rúben Diogo da Silva Neves,Portugal,1997-03-13,180,79,Right,Wolverhampton Wanderers,8,EPL,CM,29000000.0,89000.0,Midfielder,Europe,23
179944,David Luiz,David Luiz Moreira Marinho,Brazil,1987-04-22,187,86,Right,Arsenal,23,EPL,CB,11500000.0,86000.0,Defender,South America,33
222509,Dani Ceballos,Daniel Ceballos Fernández,Spain,1996-08-07,177,68,Right,Arsenal,8,EPL,CM CAM,23500000.0,82000.0,Midfielder,Europe,24
172879,Sokratis,Sokratis Papastathopoulos,Greece,1988-06-09,185,83,Right,Arsenal,5,EPL,CB,13000000.0,86000.0,Defender,Europe,32
223959,L. Torreira,Lucas Torreira Di Pascua,Uruguay,1996-02-11,167,64,Right,Arsenal,11,EPL,CDM CM,21500000.0,74000.0,Midfielder,South America,24
204311,K. Zouma,Kurt Happy Zouma,France,1994-10-27,190,94,Right,Chelsea,15,EPL,CB,20000000.0,91000.0,Defender,Europe,25
192638,Marcos Alonso,Marcos Alonso Mendoza,Spain,1990-12-28,187,84,Left,Chelsea,3,EPL,LB LWB,15000000.0,110000.0,Defender,Europe,29
204935,J. Pickford,Jordan Pickford,England,1994-03-07,185,77,Left,Everton,1,EPL,GK,16500000.0,66000.0,Goalkepper,Europe,26
231943,Richarlison,Richarlison de Andrade,Brazil,1997-05-10,180,71,Right,Everton,7,EPL,ST RM LM,25500000.0,90000.0,Attacker,South America,23
138412,J. Milner,James Philip Milner,England,1986-01-04,175,69,Right,Liverpool,7,EPL,CM RB LB,10500000.0,100000.0,Midfielder,Europe,34
193348,X. Shaqiri,Xherdan Shaqiri,Switzerland,1991-10-10,170,72,Left,Liverpool,23,EPL,RW RM,18500000.0,110000.0,Attacker,Europe,28
203574,J. Stones,John Stones,England,1994-05-28,187,69,Right,Manchester City,5,EPL,CB,20000000.0,115000.0,Defender,Europe,26
221660,V. Lindelöf,Victor Nilsson Lindelöf,Sweden,1994-07-17,187,79,Right,Manchester United,2,EPL,CB,21000000.0,97000.0,Defender,Europe,26
164835,L. Fabiański,Łukasz Fabiański,Poland,1985-04-18,190,83,Right,West Ham United,1,EPL,GK,8000000.0,70000.0,Goalkepper,Europe,35
236792,T. Souček,Tomáš Souček,Czech Republic,1995-02-27,193,86,Right,West Ham United,28,EPL,CDM CM,21500000.0,74000.0,Midfielder,Europe,25
229984,B. Chilwell,Ben Chilwell,England,1996-12-21,177,77,Left,Leicester City,3,EPL,LB,20500000.0,74000.0,Defender,Europe,23
216393,Y. Tielemans,Youri Tielemans,Belgium,1997-05-07,175,72,Right,Leicester City,8,EPL,CM,24000000.0,82000.0,Midfielder,Europe,23
202477,Deulofeu,Gerard Deulofeu Lázaro,Spain,1994-03-13,177,73,Right,Watford,7,EPL,LM CF,21000000.0,76000.0,Midfielder,Europe,26
199503,G. Xhaka,Granit Xhaka,Switzerland,1992-09-27,185,79,Left,Arsenal,34,EPL,CDM CM,15500000.0,80000.0,Midfielder,Europe,27
24630,Pepe Reina,José Manuel Reina Páez,Spain,1982-08-31,187,92,Right,Aston Villa,29,EPL,GK,2500000.0,33000.0,Goalkepper,Europe,38
206517,J. Grealish,Jack Grealish,England,1995-09-10,180,68,Right,Aston Villa,10,EPL,CAM LW CM,20000000.0,59000.0,Midfielder,Europe,25
178509,O. Giroud,Olivier Giroud,France,1986-09-30,193,91,Left,Chelsea,18,EPL,ST,12000000.0,120000.0,Attacker,Europe,33
189505,Pedro,Pedro Eliezer Rodríguez Ledesma,Spain,1987-07-28,170,67,Right,Chelsea,11,EPL,RW LW,13000000.0,120000.0,Attacker,Europe,33
213661,A. Christensen,Andreas Christensen,Denmark,1996-04-10,187,82,Right,Chelsea,4,EPL,CB,18000000.0,85000.0,Defender,Europe,24
227796,C. Pulisic,Christian Pulisic,United States,1998-09-18,177,68,Right,Chelsea,22,EPL,LW RW LM,20500000.0,89000.0,Attacker,North America,21
184484,G. Sigurðsson,Gylfi Þór Sigurðsson,Iceland,1989-09-08,185,77,Right,Everton,10,EPL,CAM CM,14500000.0,92000.0,Midfielder,Europe,31
211575,André Gomes,André Filipe Tavares Gomes,Portugal,1993-07-30,187,83,Right,Everton,21,EPL,CM CDM,18500000.0,84000.0,Midfielder,Europe,27
198784,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,England,1993-08-15,175,69,Right,Liverpool,15,EPL,CM RM,18500000.0,90000.0,Midfielder,Europe,27
195086,D. Lovren,Dejan Lovren,Croatia,1989-07-05,187,83,Right,Liverpool,6,EPL,CB,12500000.0,90000.0,Defender,Europe,31
192366,N. Otamendi,Nicolás Hernán Otamendi,Argentina,1988-02-12,182,81,Right,Manchester City,30,EPL,CB,11000000.0,110000.0,Defender,South America,32
204884,B. Mendy,Benjamin Mendy,France,1994-07-17,185,84,Left,Manchester City,22,EPL,LB,17500000.0,96000.0,Defender,Europe,26
205988,L. Shaw,Luke Shaw,England,1995-07-12,180,74,Left,Manchester United,23,EPL,LB,16000000.0,90000.0,Defender,Europe,25
209297,Fred,Frederico R. de Paula Santos,Brazil,1993-03-05,170,62,Left,Manchester United,17,EPL,CDM CM,16000000.0,105000.0,Midfielder,South America,27
191202,N. Matić,Nemanja Matić,Serbia,1988-08-01,193,83,Left,Manchester United,31,EPL,CDM CM,12000000.0,105000.0,Midfielder,Europe,32
173373,S. Romero,Sergio Germán Romero,Argentina,1987-02-22,193,86,Right,Manchester United,22,EPL,GK,9000000.0,85000.0,Goalkepper,South America,33
178088,Juan Mata,Juan Manuel Mata García,Spain,1988-04-28,170,63,Left,Manchester United,8,EPL,CAM RM,13000000.0,115000.0,Midfielder,Europe,32
225508,E. Bailly,Eric Bertrand Bailly,Côte d'Ivoire,1994-04-12,185,77,Right,Manchester United,3,EPL,CB,16500000.0,100000.0,Defender,Africa,26
216388,A. Saint-Maximin,Allan Saint-Maximin,France,1997-03-12,172,67,Right,Newcastle United,10,EPL,LM LW ST,20500000.0,43000.0,Midfielder,Europe,23
222400,H. Winks,Harry Winks,England,1996-02-02,175,73,Right,Tottenham Hotspur,8,EPL,CM CDM,19500000.0,82000.0,Midfielder,Europe,24
170368,E. Lamela,Erik Lamela,Argentina,1992-03-04,182,79,Left,Tottenham Hotspur,11,EPL,RM LM CAM,15500000.0,94000.0,Midfielder,South America,28
235569,T. Ndombele,Tanguy Ndombèlé Alvaro,France,1996-12-28,180,76,Right,Tottenham Hotspur,28,EPL,CM CDM,21500000.0,82000.0,Midfielder,Europe,23
169588,J. Evans,Jonny Evans,Northern Ireland,1988-01-03,187,77,Right,Leicester City,6,EPL,CB,11000000.0,80000.0,Defender,Europe,32
232119,C. Söyüncü,Çağlar Söyüncü,Turkey,1996-05-23,185,82,Right,Leicester City,4,EPL,CB,18000000.0,69000.0,Defender,Asia,24
201417,M. Doherty,Matt Doherty,Ireland,1992-01-16,182,87,Right,Wolverhampton Wanderers,2,EPL,RWB,13000000.0,80000.0,Defender,Europe,28
202750,W. Boly,Willy Boly,France,1991-02-03,195,97,Right,Wolverhampton Wanderers,15,EPL,CB,13000000.0,84000.0,Defender,Europe,29
224458,Diogo Jota,Diogo José Teixeira da Silva,Portugal,1996-12-04,177,73,Right,Wolverhampton Wanderers,18,EPL,LW CF,20500000.0,84000.0,Attacker,Europe,23
163155,B. Foster,Ben Foster,England,1983-04-03,193,89,Left,Watford,26,EPL,GK,2500000.0,36000.0,Goalkepper,Europe,37
208135,A. Doucouré,Abdoulaye Doucouré,France,1993-01-01,182,76,Right,Watford,16,EPL,CDM CAM CM,16500000.0,68000.0,Midfielder,Europe,27
203841,N. Pope,Nick Pope,England,1992-04-19,200,76,Right,Burnley,1,EPL,GK,12000000.0,34000.0,Goalkepper,Europe,28
202695,J. Tarkowski,James Tarkowski,England,1992-11-19,185,81,Right,Burnley,5,EPL,CB,15500000.0,41000.0,Defender,Europe,27
189690,Guaita,Vicente Guaita Panadero,Spain,1987-01-10,190,79,Right,Crystal Palace,31,EPL,GK,9000000.0,48000.0,Goalkepper,Europe,33
199005,M. Ryan,Mathew Ryan,Australia,1992-04-08,182,82,Right,Brighton & Hove Albion,1,EPL,GK,12500000.0,44000.0,Goalkepper,Oceania,28
208920,N. Aké,Nathan Aké,Netherlands,1995-02-18,180,74,Left,Bournemouth,5,EPL,CB,17500000.0,58000.0,Defender,Europe,25
203747,Héctor Bellerín,Héctor Bellerín Moruno,Spain,1995-03-19,177,73,Right,Arsenal,2,EPL,RB RWB,15000000.0,65000.0,Defender,Europe,25
192227,S. Mustafi,Shkodran Mustafi,Germany,1992-04-17,182,83,Right,Arsenal,20,EPL,CB,13000000.0,76000.0,Defender,Europe,28
233064,M. Mount,Mason Mount,England,1999-01-10,177,69,Right,Chelsea,19,EPL,CAM CM RW,18500000.0,76000.0,Midfielder,Europe,21
231352,T. Abraham,Tammy Bakumo-Abraham,England,1997-10-02,195,87,Right,Chelsea,9,EPL,ST,18000000.0,85000.0,Attacker,Europe,22
199189,R. Barkley,Ross Barkley,England,1993-12-05,185,87,Right,Chelsea,8,EPL,CAM CM,16000000.0,98000.0,Midfielder,Europe,26
204529,M. Batshuayi,Michy Batshuayi Tunga,Belgium,1993-10-02,185,91,Right,Chelsea,23,EPL,ST,16000000.0,105000.0,Attacker,Europe,26
213666,R. Loftus-Cheek,Ruben Loftus-Cheek,England,1996-01-23,190,87,Right,Chelsea,12,EPL,CM LM,17000000.0,89000.0,Midfielder,Europe,24
220523,Y. Mina,Yerry Fernando Mina González,Colombia,1994-09-23,195,93,Right,Everton,13,EPL,CB,14500000.0,65000.0,Defender,South America,25
221479,D. Calvert-Lewin,Dominic Calvert-Lewin,England,1997-03-16,187,71,Right,Everton,9,EPL,ST,17000000.0,80000.0,Attacker,Europe,23
207599,M. Keane,Michael Keane,England,1993-01-11,190,82,Right,Everton,5,EPL,CB,13000000.0,76000.0,Defender,Europe,27
214947,J. Gbamin,Jean-Philippe Gbamin,Côte d'Ivoire,1995-09-25,185,83,Right,Everton,25,EPL,CDM CM,15500000.0,65000.0,Midfielder,Africa,24
227813,O. Zinchenko,Oleksandr Zinchenko,Ukraine,1996-12-15,175,63,Left,Manchester City,11,EPL,LB,15500000.0,91000.0,Defender,Europe,23
237238,S. McTominay,Scott McTominay,Scotland,1996-12-08,193,87,Right,Manchester United,39,EPL,CM CDM,17500000.0,95000.0,Midfielder,Europe,23
210047,F. Schär,Fabian Lukas Schär,Switzerland,1991-12-20,187,83,Right,Newcastle United,5,EPL,CB,13000000.0,43000.0,Defender,Europe,28
205569,J. Ward-Prowse,James Ward-Prowse,England,1994-11-01,172,66,Right,Southampton,16,EPL,CM,16000000.0,53000.0,Midfielder,Europe,25
213648,P. Højbjerg,Pierre-Emile Højbjerg,Denmark,1995-08-05,185,83,Right,Southampton,23,EPL,CM,16500000.0,53000.0,Midfielder,Europe,25
195859,D. Ings,Daniel William John Ings,England,1992-07-23,177,73,Right,Southampton,9,EPL,ST,14000000.0,66000.0,Attacker,Europe,28
197853,S. Aurier,Serge Aurier,Côte d'Ivoire,1992-12-24,175,73,Right,Tottenham Hotspur,24,EPL,RB RWB,13000000.0,81000.0,Defender,Africa,27
205923,B. Davies,Ben Davies,Wales,1993-04-24,182,76,Left,Tottenham Hotspur,33,EPL,LB LWB,13000000.0,81000.0,Defender,Europe,27
183394,M. Sissoko,Moussa Sissoko,France,1989-08-16,187,91,Right,Tottenham Hotspur,17,EPL,CM CDM RM,12000000.0,93000.0,Midfielder,Europe,31
226456,Pablo Fornals,Pablo Fornals Malla,Spain,1996-02-22,177,67,Right,West Ham United,18,EPL,LM CAM RM,17500000.0,72000.0,Midfielder,Europe,24
188988,M. Lanzini,Manuel Lanzini,Argentina,1993-02-15,167,58,Right,West Ham United,10,EPL,CAM CM LM,15000000.0,83000.0,Midfielder,South America,27
210455,Jonny,Jonathan Castro Otto,Spain,1994-03-03,170,69,Right,Wolverhampton Wanderers,19,EPL,LWB,14000000.0,72000.0,Defender,Europe,26
212501,L. Dendoncker,Leander Dendoncker,Belgium,1995-04-15,187,87,Right,Wolverhampton Wanderers,32,EPL,CB CDM,15000000.0,65000.0,Defender,Europe,25
233306,D. Henderson,Dean Henderson,England,1997-03-12,190,84,Right,Sheffield United,1,EPL,GK,14500000.0,26000.0,Goalkepper,Europe,23
228092,S. Berge,Sander Berge,Norway,1998-02-18,195,96,Right,Sheffield United,32,EPL,CDM CM,17000000.0,28000.0,Midfielder,Europe,22
178213,E. Capoue,Etienne Capoue,France,1988-07-11,190,87,Right,Watford,29,EPL,CDM CM,10500000.0,64000.0,Midfielder,Europe,32
206304,L. Milivojević,Luka Milivojević,Serbia,1991-04-07,185,79,Right,Crystal Palace,4,EPL,CDM CM,11000000.0,58000.0,Midfielder,Europe,29
199915,L. Dunk,Lewis Dunk,England,1991-11-21,193,87,Right,Brighton & Hove Albion,5,EPL,CB,13000000.0,51000.0,Defender,Europe,28
207807,R. Fraser,Ryan Fraser,Scotland,1994-02-24,162,69,Right,Bournemouth,24,EPL,LM,15000000.0,67000.0,Midfielder,Europe,26
196978,C. Wilson,Callum Wilson,England,1992-02-27,180,66,Right,Bournemouth,13,EPL,ST,13500000.0,77000.0,Attacker,Europe,28
218066,M. Samatta,Mbwana Ally Samatta,Tanzania,1992-12-13,182,79,Right,Aston Villa,20,EPL,ST,12500000.0,63000.0,Attacker,Africa,27
163264,T. Heaton,Tom Heaton,England,1986-04-15,187,92,Right,Aston Villa,1,EPL,GK,5500000.0,43000.0,Goalkepper,Europe,34
210736,Emerson,Emerson Palmieri dos Santos,Italy,1994-08-03,175,78,Left,Chelsea,33,EPL,LB LM,12000000.0,73000.0,Defender,Europe,26
201042,D. Sidibé,Djibril Sidibé,France,1992-07-29,182,71,Right,Everton,19,EPL,RB RM,9500000.0,69000.0,Defender,Europe,28
205525,Bernard,Bernard Anício Caldeira Duarte,Brazil,1992-09-08,165,59,Right,Everton,20,EPL,LM,11000000.0,75000.0,Midfielder,South America,28
180216,S. Coleman,Séamus Coleman,Ireland,1988-10-11,177,77,Right,Everton,23,EPL,RB,8000000.0,69000.0,Defender,Europe,31
213135,D. Origi,Divock Okoth Origi,Belgium,1995-04-18,187,74,Right,Liverpool,27,EPL,ST LW,14000000.0,77000.0,Attacker,Europe,25
180819,A. Lallana,Adam David Lallana,England,1988-05-10,177,73,Right,Liverpool,20,EPL,CM,9000000.0,80000.0,Midfielder,Europe,32
207494,J. Lingard,Jesse Lingard,England,1992-12-15,175,62,Right,Manchester United,14,EPL,CAM RM,11000000.0,99000.0,Midfielder,Europe,27
185195,O. Ighalo,Odion Jude Ighalo,Nigeria,1989-06-16,182,73,Right,Manchester United,25,EPL,ST,10000000.0,110000.0,Attacker,Africa,31
203487,J. Lascelles,Jamaal Lascelles,England,1993-11-11,187,88,Right,Newcastle United,6,EPL,CB,12000000.0,37000.0,Defender,Europe,26
201988,F. Fernández,Federico Fernández,Argentina,1989-02-21,190,83,Right,Newcastle United,18,EPL,CB,8500000.0,39000.0,Defender,South America,31
169595,D. Rose,Danny Rose,England,1990-07-02,175,76,Left,Newcastle United,28,EPL,LB LWB,9000000.0,41000.0,Defender,Europe,30
230977,M. Almirón,Miguel Ángel Almirón Rejala,Paraguay,1994-02-10,175,63,Left,Newcastle United,24,EPL,RM LW CAM,12500000.0,41000.0,Midfielder,South America,26
189165,J. Shelvey,Jonjo Shelvey,England,1992-02-27,182,79,Right,Newcastle United,8,EPL,CM CDM,10500000.0,43000.0,Midfielder,Europe,28
197948,F. Lejeune,Florian Lejeune,France,1991-05-20,187,88,Right,Newcastle United,20,EPL,CB,10500000.0,41000.0,Defender,Europe,29
220570,J. Bednarek,Jan Bednarek,Poland,1996-04-12,187,77,Right,Southampton,35,EPL,CB,13000000.0,43000.0,Defender,Europe,24
202335,E. Dier,Eric Dier,England,1994-01-15,190,89,Right,Tottenham Hotspur,15,EPL,CDM CB,12000000.0,70000.0,Midfielder,Europe,26
231633,I. Diop,Issa Diop,France,1997-01-09,193,92,Right,West Ham United,23,EPL,CB,13000000.0,59000.0,Defender,Europe,23
234378,D. Rice,Declan Rice,England,1999-01-14,185,79,Right,West Ham United,41,EPL,CDM CM,14000000.0,49000.0,Midfielder,Europe,21
190717,M. Antonio,Michail Antonio,England,1990-03-28,177,82,Right,West Ham United,30,EPL,RM ST LM,10000000.0,79000.0,Midfielder,Europe,30
194794,A. Yarmolenko,Andriy Yarmolenko,Ukraine,1989-10-23,190,83,Left,West Ham United,7,EPL,RM RW,10000000.0,79000.0,Midfielder,Europe,30
215590,Ayoze Pérez,Ayoze Pérez Gutiérrez,Spain,1993-07-29,177,72,Right,Leicester City,17,EPL,RW RM,12500000.0,79000.0,Attacker,Europe,27
234742,H. Barnes,Harvey Lewis Barnes,England,1997-12-09,180,66,Right,Leicester City,15,EPL,LW CAM,14500000.0,62000.0,Attacker,Europe,22
202048,C. Coady,Conor Coady,England,1993-02-25,185,79,Right,Wolverhampton Wanderers,16,EPL,CB,11000000.0,69000.0,Defender,Europe,27
208295,R. Saïss,Romain Saïss,Morocco,1990-03-26,187,83,Left,Wolverhampton Wanderers,27,EPL,CB CM,8500000.0,72000.0,Defender,Africa,30
213956,Adama Traoré,Adama Traoré Diarra,Spain,1996-01-25,177,72,Right,Wolverhampton Wanderers,37,EPL,RW RWB,14000000.0,72000.0,Attacker,Europe,24
226766,Daniel Podence,Daniel Castelo Podence,Portugal,1995-10-21,165,58,Right,Wolverhampton Wanderers,10,EPL,LW RW CF,13500000.0,72000.0,Attacker,Europe,24
190324,C. Kabasele,Christian Kabasele,Belgium,1991-02-24,187,83,Right,Watford,27,EPL,CB,10000000.0,61000.0,Defender,Europe,29
206516,W. Hughes,Will Hughes,England,1995-04-17,185,73,Left,Watford,19,EPL,CM RM CDM,13500000.0,55000.0,Midfielder,Europe,25
235353,I. Sarr,Ismaïla Sarr,Senegal,1998-02-25,185,76,Right,Watford,23,EPL,RM LM,17000000.0,47000.0,Midfielder,Africa,22
189682,B. Mee,Ben Mee,England,1989-09-23,182,82,Left,Burnley,6,EPL,CB,8500000.0,37000.0,Defender,Europe,30
192123,C. Wood,Chris Wood,New Zealand,1991-12-07,187,92,Right,Burnley,9,EPL,ST,11000000.0,42000.0,Attacker,Oceania,28
186905,A. Barnes,Ashley Barnes,England,1989-10-30,185,83,Right,Burnley,10,EPL,ST,10500000.0,44000.0,Attacker,Europe,30
164468,G. Cahill,Gary Cahill,England,1985-12-19,193,87,Right,Crystal Palace,24,EPL,CB,4900000.0,50000.0,Defender,Europe,34
190765,P. Groß,Pascal Groß,Germany,1991-06-15,180,78,Right,Brighton & Hove Albion,13,EPL,CM CAM RM,10500000.0,52000.0,Midfielder,Europe,29
207421,L. Trossard,Leandro Trossard,Belgium,1994-12-04,172,67,Right,Brighton & Hove Albion,11,EPL,LM LW,13000000.0,44000.0,Midfielder,Europe,25
192622,S. Duffy,Shane Duffy,Ireland,1992-01-01,193,76,Right,Brighton & Hove Albion,4,EPL,CB,10500000.0,46000.0,Defender,Europe,28
185422,J. King,Joshua King,Norway,1992-01-15,182,82,Right,Bournemouth,7,EPL,CF ST LM,11000000.0,69000.0,Attacker,Europe,28
207993,S. Kolašinac,Sead Kolašinac,Bosnia and Herzegovina,1993-06-20,182,86,Left,Arsenal,31,EPL,LB LWB,9500000.0,64000.0,Defender,Europe,27
236496,M. Guendouzi,Mattéo Guendouzi Olié,France,1999-04-14,185,79,Right,Arsenal,29,EPL,CDM CM,12500000.0,46000.0,Midfielder,Europe,21
226491,K. Tierney,Kieran Tierney,Scotland,1997-06-05,177,76,Left,Arsenal,3,EPL,LB,12500000.0,55000.0,Defender,Europe,23
210881,J. McGinn,John McGinn,Scotland,1994-10-18,177,68,Left,Aston Villa,7,EPL,CM,11500000.0,48000.0,Midfielder,Europe,25
232381,Wesley,Wesley Moraes Ferreira da Silva,Brazil,1996-11-26,190,93,Right,Aston Villa,9,EPL,ST,12500000.0,52000.0,Attacker,South America,23
